,Card Identifier,Transaction Date,Transaction Time,Risk Assessment,Payment Method,Transaction Value,Merchant Location,Card Present Status,Chip Usage,Cross-border Transaction (Yes/No),Acquiring Institution ID,Merchant Identifier,Merchant Category Code (MCC),Fraud Indicator (Yes/No)
61680,card 5061,2023-05-29,1900-01-01 01:59:28,132.0,Online,0.0,USA,CNP,No,No,acquirer 1,merchant 206,5045.0,No
64475,card 5061,2023-10-29,1900-01-01 19:59:39,707.0,Subscription,10.99,USA,CNP,No,No,acquirer 2,merchant 206,4899.0,Yes
92687,card 5159,2023-02-10,1900-01-01 10:26:12,292.0,Chip,156.0,USA,CP,Yes,No,acquirer 101,merchant 7,5499.0,No
70962,card 5159,2023-03-05,1900-01-01 20:30:46,1787.0,Unknown,15.0,USA,CNP,No,No,acquirer 79,merchant 37,7997.0,Yes
76501,card 5159,2023-03-05,1900-01-01 20:25:14,1962.0,Unknown,15.0,USA,CNP,No,No,acquirer 79,merchant 37,7997.0,Yes
42847,card 5159,2023-03-06,1900-01-01 07:25:06,2087.0,Unknown,15.0,USA,CNP,No,No,acquirer 79,merchant 37,7997.0,Yes
27022,card 5201,2023-05-26,1900-01-01 07:44:15,182.0,Online,0.0,USA,CNP,No,No,acquirer 16,merchant 40,5734.0,No
62371,card 5201,2023-06-02,1900-01-01 20:31:28,2322.0,Online,38.79,USA,CNP,No,No,acquirer 1,merchant 4,5814.0,Yes
95895,card 5201,2023-06-02,1900-01-01 20:55:36,3827.0,Online,23.19,USA,CNP,No,No,acquirer 1,merchant 4,5814.0,Yes
31386,card 524,2023-06-12,1900-01-01 23:52:34,427.0,Online,0.0,USA,CNP,No,No,acquirer 41,merchant 120,4829.0,No
9437,card 524,2023-06-13,,3762.0,Online,88.88,CHN,CNP,No,Yes,acquirer 656,merchant 95,5399.0,No
66516,card 524,2023-06-13,,3857.0,Online,88.88,CHN,CNP,No,Yes,acquirer 656,merchant 95,5399.0,No
62683,card 524,2023-06-15,1900-01-01 17:45:14,3242.0,Online,78.98,CHN,CNP,No,Yes,acquirer 956,merchant 298,5699.0,No
77143,card 524,2023-06-15,1900-01-01 06:04:45,2757.0,Online,78.98,PAN,CNP,No,Yes,acquirer 971,merchant 176,5045.0,No
78856,card 524,2023-06-16,1900-01-01 09:02:02,3407.0,Online,79.87,HKG,CNP,No,Yes,acquirer 1205,merchant 21,5691.0,No
1860,card 524,2023-06-17,1900-01-01 20:51:25,1917.0,Chip,24.59,USA,CP,Yes,No,acquirer 26,merchant 450,5814.0,No
33072,card 524,2023-06-17,1900-01-01 22:40:10,3057.0,Online,85.01,PAN,CNP,No,Yes,acquirer 971,merchant 176,5045.0,No
30877,card 524,2023-06-18,1900-01-01 15:25:13,3187.0,Online,76.06,CHN,CNP,No,Yes,acquirer 956,merchant 298,5699.0,No
73425,card 524,2023-06-30,1900-01-01 19:16:53,3977.0,Online,55.0,PAN,CNP,No,Yes,acquirer 162,merchant 156,4722.0,No
29664,card 524,2023-07-01,1900-01-01 03:04:44,3872.0,Online,85.0,PAN,CNP,No,Yes,acquirer 162,merchant 38,6513.0,No
30681,card 524,2023-07-02,,2722.0,Online,50.0,CHN,CNP,No,Yes,acquirer 656,merchant 298,5699.0,No
73638,card 524,2023-07-04,,3342.0,Online,56.95,CHN,CNP,No,Yes,acquirer 656,merchant 298,5699.0,No
77298,card 524,2023-07-05,1900-01-01 20:37:13,3512.0,Chip,41.58,USA,CP,Yes,No,acquirer 26,merchant 929,5310.0,No
626,card 524,2023-07-06,1900-01-01 12:25:54,4157.0,Online,123.45,PAN,CNP,No,Yes,acquirer 162,merchant 38,6513.0,No
13071,card 524,2023-07-06,1900-01-01 20:50:27,3272.0,Online,100.0,USA,CNP,No,No,acquirer 2,merchant 120,4829.0,No
53193,card 524,2023-07-06,,3827.0,Online,111.09,CHN,CNP,No,Yes,acquirer 656,merchant 298,5699.0,No
30381,card 524,2023-07-08,1900-01-01 02:46:18,4797.0,Online,123.45,PAN,CNP,No,Yes,acquirer 162,merchant 156,4722.0,No
64878,card 524,2023-07-08,1900-01-01 20:26:48,4612.0,Online,50.0,PAN,CNP,No,Yes,acquirer 162,merchant 38,6513.0,No
97724,card 524,2023-07-08,1900-01-01 23:56:58,4022.0,Online,98.95,USA,CNP,No,No,acquirer 1303,merchant 7,5499.0,No
33450,card 524,2023-07-09,1900-01-01 05:08:02,4807.0,Online,100.55,PAN,CNP,No,Yes,acquirer 162,merchant 156,4722.0,No
74532,card 524,2023-07-09,1900-01-01 19:29:25,4372.0,Online,114.81,CHN,CNP,No,Yes,acquirer 1219,merchant 283,5732.0,No
85739,card 524,2023-07-09,1900-01-01 04:06:37,4837.0,Online,99.95,PAN,CNP,No,Yes,acquirer 162,merchant 156,4722.0,No
8451,card 524,2023-07-10,1900-01-01 02:37:35,4537.0,Online,100.02,PAN,CNP,No,Yes,acquirer 162,merchant 38,6513.0,No
15778,card 524,2023-07-11,,3947.0,Online,66.03,CHN,CNP,No,Yes,acquirer 656,merchant 298,5699.0,No
90615,card 524,2023-07-16,1900-01-01 10:05:59,3962.0,Magnetic Stripe,61.74,USA,CP,No,No,acquirer 189,merchant 1419,4225.0,No
19081,card 524,2023-07-17,1900-01-01 17:41:46,4177.0,Online,35.02,CHN,CNP,No,Yes,acquirer 841,merchant 493,5065.0,No
59521,card 524,2023-07-19,1900-01-01 10:30:35,4812.0,Online,39.45,PAN,CNP,No,Yes,acquirer 162,merchant 283,5732.0,No
27641,card 524,2023-07-20,1900-01-01 07:04:28,4547.0,Online,36.33,NGA,CNP,No,Yes,acquirer 938,merchant 53,5815.0,No
29681,card 524,2023-07-20,1900-01-01 22:42:09,4332.0,Online,9.99,IMN,CNP,No,Yes,acquirer 148,merchant 51,7994.0,No
31143,card 524,2023-07-20,1900-01-01 00:56:06,3682.0,Subscription,159.99,USA,CNP,No,No,acquirer 232,merchant 37,7997.0,No
79885,card 524,2023-07-20,1900-01-01 06:45:31,4112.0,Online,25.95,NGA,CNP,No,Yes,acquirer 938,merchant 53,5815.0,No
70291,card 524,2023-07-21,1900-01-01 02:00:12,2977.0,Online,5.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
33992,card 524,2023-07-23,1900-01-01 14:48:32,3977.0,Online,20.0,USA,CNP,No,No,acquirer 58,merchant 51,7994.0,No
21435,card 524,2023-08-03,1900-01-01 16:56:54,4137.0,Online,2.99,IMN,CNP,No,Yes,acquirer 148,merchant 51,7994.0,No
45297,card 524,2023-08-03,1900-01-01 06:19:50,4127.0,Online,5.99,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
43148,card 524,2023-08-08,1900-01-01 22:22:10,3632.0,Online,5.0,USA,CNP,No,No,acquirer 58,merchant 51,7994.0,No
70644,card 524,2023-08-09,1900-01-01 04:02:42,4017.0,Online,4.99,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
77951,card 524,2023-08-12,1900-01-01 21:56:06,3632.0,Online,20.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
94434,card 524,2023-08-12,1900-01-01 23:03:31,3527.0,Online,20.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
99438,card 524,2023-08-14,1900-01-01 17:52:26,3782.0,Online,5.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
93328,card 524,2023-08-15,1900-01-01 05:08:46,3492.0,Online,20.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
27741,card 524,2023-08-20,1900-01-01 23:21:18,3802.0,Online,20.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
45157,card 524,2023-08-22,1900-01-01 07:49:13,2937.0,Online,10.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
97776,card 524,2023-08-22,1900-01-01 10:37:58,2692.0,Online,50.0,USA,CNP,No,No,acquirer 2,merchant 120,4829.0,No
2551,card 524,2023-08-24,1900-01-01 10:52:29,3212.0,Online,20.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
49211,card 524,2023-08-24,1900-01-01 05:10:28,2682.0,Online,20.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
59639,card 524,2023-08-24,1900-01-01 03:00:05,2262.0,Online,20.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
72881,card 524,2023-08-24,1900-01-01 10:10:56,3682.0,Online,20.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
56574,card 524,2023-08-25,1900-01-01 07:21:00,,Online,20.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
8847,card 524,2023-09-02,1900-01-01 10:34:50,3277.0,Online,20.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
42152,card 524,2023-09-02,1900-01-01 11:14:49,2492.0,Online,10.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
87003,card 524,2023-09-03,1900-01-01 22:20:19,3317.0,Online,20.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
95222,card 524,2023-09-03,1900-01-01 05:11:32,3187.0,Subscription,248.09,USA,CNP,No,No,acquirer 6,merchant 414,4814.0,No
57708,card 524,2023-09-04,1900-01-01 22:02:32,3537.0,Online,20.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
35843,card 524,2023-09-06,1900-01-01 01:35:46,2947.0,Online,20.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
98339,card 524,2023-09-06,1900-01-01 01:45:24,2737.0,Online,20.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
82238,card 524,2023-09-07,1900-01-01 02:53:10,3412.0,Online,20.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
39925,card 524,2023-09-09,1900-01-01 12:05:59,2342.0,Online,36.24,USA,CNP,No,No,acquirer 212,merchant 53,5815.0,Yes
3506,card 524,2023-09-11,1900-01-01 17:41:48,3592.0,Online,20.0,USA,CNP,No,No,acquirer 58,merchant 51,7994.0,No
58450,card 524,2023-09-11,1900-01-01 17:58:27,3557.0,Online,20.0,USA,CNP,No,No,acquirer 58,merchant 51,7994.0,No
49097,card 524,2023-09-12,1900-01-01 01:02:00,4072.0,Online,5.0,USA,CNP,No,No,acquirer 58,merchant 51,7994.0,No
69942,card 524,2023-09-14,1900-01-01 21:12:45,2932.0,Online,5.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
16065,card 524,2023-09-15,1900-01-01 06:27:40,4172.0,Online,19.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
81144,card 524,2023-09-15,1900-01-01 12:20:51,2447.0,Online,20.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
619,card 524,2023-09-16,1900-01-01 15:44:45,4382.0,Online,29.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
8848,card 524,2023-09-16,1900-01-01 10:44:00,3267.0,Online,20.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
20222,card 524,2023-09-16,1900-01-01 18:03:10,4232.0,Online,19.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
42237,card 524,2023-09-16,1900-01-01 01:59:45,4462.0,Online,11.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
57710,card 524,2023-09-16,1900-01-01 11:07:57,3052.0,Online,20.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
61648,card 524,2023-09-16,1900-01-01 02:01:26,4462.0,Online,19.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
70796,card 524,2023-09-16,1900-01-01 10:50:28,3017.0,Online,20.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
84308,card 524,2023-09-16,1900-01-01 01:51:36,4137.0,Online,11.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
85232,card 524,2023-09-16,1900-01-01 16:55:08,4592.0,Online,19.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
91975,card 524,2023-09-16,1900-01-01 14:20:41,4047.0,Online,4.99,IMN,CNP,No,Yes,acquirer 148,merchant 51,7994.0,No
1384,card 524,2023-09-20,1900-01-01 17:34:56,4082.0,Online,5.0,USA,CNP,No,No,acquirer 58,merchant 51,7994.0,No
41033,card 524,2023-09-20,1900-01-01 22:54:02,4077.0,Online,20.0,USA,CNP,No,No,acquirer 58,merchant 51,7994.0,No
56426,card 524,2023-09-20,1900-01-01 17:40:09,4097.0,Online,20.0,USA,CNP,No,No,acquirer 58,merchant 51,7994.0,No
33993,card 524,2023-09-23,1900-01-01 09:50:38,3802.0,Online,20.0,USA,CNP,No,No,acquirer 58,merchant 51,7994.0,No
65518,card 524,2023-09-23,1900-01-01 06:45:08,3652.0,Online,5.0,USA,CNP,No,No,acquirer 58,merchant 51,7994.0,No
61429,card 524,2023-09-24,1900-01-01 23:19:50,3327.0,Online,5.0,USA,CNP,No,No,acquirer 58,merchant 51,7994.0,No
55196,card 524,2023-09-27,1900-01-01 18:22:52,3902.0,Online,5.0,USA,CNP,No,No,acquirer 58,merchant 51,7994.0,No
66892,card 524,2023-09-29,1900-01-01 13:19:40,3542.0,Online,296.18,USA,CNP,No,No,acquirer 6,merchant 414,4814.0,No
30971,card 524,2023-10-01,1900-01-01 16:11:02,3642.0,Online,49.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
80151,card 524,2023-10-01,1900-01-01 16:09:29,3887.0,Online,29.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
23229,card 524,2023-10-02,1900-01-01 04:42:37,3562.0,Online,29.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
54605,card 524,2023-10-04,1900-01-01 18:05:05,2977.0,Online,0.0,USA,CNP,No,No,acquirer 1125,merchant 250,6051.0,No
62840,card 524,2023-10-06,1900-01-01 06:36:01,3712.0,Online,19.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
71514,card 524,2023-10-06,1900-01-01 13:55:37,2702.0,Online,0.0,USA,CNP,No,No,acquirer 16,merchant 307,5571.0,No
88380,card 524,2023-10-06,1900-01-01 10:21:16,3722.0,Online,9.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
57709,card 524,2023-10-09,1900-01-01 10:56:48,2672.0,Online,20.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
60834,card 524,2023-10-09,1900-01-01 22:08:28,3782.0,Online,9.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
77223,card 524,2023-10-09,1900-01-01 02:16:37,3587.0,Online,17.0,USA,CNP,No,No,acquirer 6,merchant 1561,5734.0,No
81253,card 524,2023-10-09,1900-01-01 02:42:32,3707.0,Online,29.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
11007,card 524,2023-10-10,1900-01-01 04:08:58,3637.0,Online,19.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
18913,card 524,2023-10-10,1900-01-01 11:59:16,3412.0,Online,2.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
54580,card 524,2023-10-10,1900-01-01 11:17:18,3772.0,Online,9.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
47288,card 524,2023-10-11,1900-01-01 20:09:35,3337.0,Online,5.0,USA,CNP,No,No,acquirer 58,merchant 51,7994.0,No
50550,card 524,2023-10-12,1900-01-01 14:07:40,4242.0,Online,5.32,NLD,CNP,No,Yes,acquirer 82,merchant 304,5817.0,No
86288,card 524,2023-10-12,1900-01-01 17:29:07,2657.0,Subscription,2.99,USA,CNP,No,No,acquirer 22,merchant 40,5734.0,No
11008,card 524,2023-10-13,1900-01-01 11:55:54,3577.0,Online,99.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
31854,card 524,2023-10-13,1900-01-01 06:24:38,3712.0,Online,4.99,GIB,CNP,No,Yes,acquirer 324,merchant 26,5816.0,Yes
51401,card 524,2023-10-13,1900-01-01 13:55:34,3722.0,Online,49.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
52624,card 524,2023-10-13,1900-01-01 06:35:33,4017.0,Online,39.99,GIB,CNP,No,Yes,acquirer 324,merchant 26,5816.0,Yes
85969,card 524,2023-10-13,1900-01-01 07:05:46,3117.0,Subscription,9.99,USA,CNP,No,No,acquirer 6,merchant 539,5818.0,No
91414,card 524,2023-10-13,1900-01-01 23:08:34,2647.0,Online,20.0,USA,CNP,No,No,acquirer 362,merchant 51,7994.0,No
11716,card 524,2023-10-14,1900-01-01 16:13:38,4177.0,Online,19.99,USA,CNP,No,No,acquirer 58,merchant 51,7994.0,No
14988,card 524,2023-10-14,1900-01-01 05:11:47,3522.0,Online,29.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
13838,card 524,2023-10-15,1900-01-01 07:05:16,3467.0,Online,49.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
14989,card 524,2023-10-15,1900-01-01 07:01:57,2237.0,Online,29.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
37053,card 524,2023-10-15,1900-01-01 00:38:42,3497.0,Online,0.0,GBR,CNP,No,Yes,acquirer 144,merchant 5,5817.0,No
61046,card 524,2023-10-15,1900-01-01 14:55:59,4187.0,Online,5.28,NLD,CNP,No,Yes,acquirer 82,merchant 304,5817.0,No
64737,card 524,2023-10-15,1900-01-01 13:09:40,3677.0,Online,49.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
66199,card 524,2023-10-15,1900-01-01 00:41:27,4382.0,Online,158.44,DEU,CNP,No,Yes,acquirer 10,merchant 392,5251.0,Yes
84309,card 524,2023-10-15,1900-01-01 07:30:28,3432.0,Online,48.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
88305,card 524,2023-10-15,1900-01-01 01:09:16,4017.0,Online,0.0,GBR,CNP,No,Yes,acquirer 10,merchant 5,5817.0,No
5702,card 524,2023-10-16,1900-01-01 00:38:21,3617.0,Online,19.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
68447,card 524,2023-10-16,1900-01-01 02:52:24,2832.0,Online,0.0,USA,CNP,No,No,acquirer 16,merchant 307,5571.0,No
12954,card 524,2023-10-17,1900-01-01 02:52:36,3677.0,Online,29.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
63712,card 524,2023-10-17,1900-01-01 10:56:17,2627.0,Online,29.88,USA,CNP,No,No,acquirer 58,merchant 26,5816.0,No
65670,card 524,2023-10-17,1900-01-01 11:16:50,4082.0,Online,0.0,LUX,CNP,No,Yes,acquirer 182,merchant 76,5999.0,No
97746,card 524,2023-10-17,1900-01-01 08:35:14,3957.0,Online,69.4,ITA,CNP,No,Yes,acquirer 82,merchant 186,5977.0,No
44565,card 5257,2023-11-28,1900-01-01 04:31:28,3812.0,Online,91.52,SGP,CNP,No,Yes,acquirer 134,merchant 177,7311.0,Yes
92352,card 5372,2023-01-02,1900-01-01 14:53:51,222.0,Unknown,1.0,USA,CNP,No,No,acquirer 6,merchant 216,3000.0,No
29289,card 5372,2023-02-22,1900-01-01 06:47:08,67.0,Online,0.0,USA,CNP,No,No,acquirer 6,merchant 76,5942.0,No
44963,card 5372,2023-02-22,1900-01-01 06:47:58,922.0,Online,139.0,USA,CNP,No,No,acquirer 6,merchant 76,5942.0,Yes
6862,card 544,2023-01-19,1900-01-01 17:56:11,312.0,Chip,11.47,USA,CP,Yes,No,acquirer 18,merchant 84,5814.0,No
46523,card 544,2023-01-23,1900-01-01 17:20:00,537.0,Chip,23.38,USA,CP,Yes,No,acquirer 25,merchant 4,5814.0,No
12332,card 544,2023-02-06,1900-01-01 18:03:06,402.0,Magnetic Stripe,1.5,USA,CP,No,No,acquirer 24,merchant 34,7523.0,No
11090,card 544,2023-02-11,1900-01-01 10:36:00,567.0,Chip,50.9,USA,CP,Yes,No,acquirer 147,merchant 212,5533.0,No
647,card 544,2023-02-25,1900-01-01 08:48:00,352.0,Chip,35.2,USA,CP,Yes,No,acquirer 147,merchant 212,5533.0,No
81372,card 544,2023-02-25,1900-01-01 12:45:00,477.0,Chip,37.97,USA,CP,Yes,No,acquirer 25,merchant 4,5814.0,No
33333,card 544,2023-02-28,1900-01-01 20:01:00,297.0,Chip,3.58,USA,CP,Yes,No,acquirer 49,merchant 82,5814.0,No
70208,card 544,2023-03-23,1900-01-01 17:44:35,372.0,Chip,22.82,USA,CP,Yes,No,acquirer 18,merchant 84,5814.0,No
24887,card 544,2023-04-27,1900-01-01 03:31:29,592.0,Postal,50.0,USA,CNP,No,No,acquirer 6,merchant 23,4784.0,No
746,card 544,2023-07-02,1900-01-01 18:00:00,277.0,Chip,52.3,USA,CP,Yes,No,acquirer 25,merchant 4,5814.0,No
12606,card 544,2023-07-19,1900-01-01 22:55:00,252.0,Chip,12.44,USA,CP,Yes,No,acquirer 25,merchant 4,5814.0,No
88794,card 544,2023-07-28,1900-01-01 13:35:00,542.0,Chip,28.34,USA,CP,Yes,No,acquirer 25,merchant 4,5814.0,No
29930,card 544,2023-08-29,1900-01-01 12:41:28,727.0,Chip,44.13,USA,CP,Yes,No,acquirer 6,merchant 119,5411.0,No
26735,card 544,2023-08-31,1900-01-01 19:40:25,447.0,Chip,55.74,USA,CP,Yes,No,acquirer 28,merchant 41,5814.0,No
6176,card 544,2023-09-10,1900-01-01 14:01:02,4437.0,PayPass - Wallet,49.99,USA,CP,Yes,No,acquirer 45,merchant 418,5945.0,Yes
14976,card 544,2023-09-10,1900-01-01 13:16:13,3652.0,PayPass - Wallet,49.99,USA,CP,Yes,No,acquirer 45,merchant 418,5945.0,Yes
45531,card 5472,2023-09-08,1900-01-01 06:12:33,4252.0,Online,53.0,USA,CNP,No,No,acquirer 22,merchant 1013,5817.0,Yes
32596,card 5598,2023-01-22,1900-01-01 22:34:23,872.0,Subscription,76.2,USA,CNP,No,No,acquirer 127,merchant 399,5047.0,No
39835,card 5598,2023-04-28,,122.0,Online,0.0,USA,CNP,No,No,acquirer 47,merchant 30,8099.0,No
65677,card 5598,2023-06-29,1900-01-01 19:17:23,3942.0,Subscription,1000.0,USA,CNP,No,No,acquirer 16,merchant 101,8299.0,Yes
32628,card 5601,2023-11-27,1900-01-01 18:59:43,1072.0,Magnetic Stripe,0.0,USA,CP,No,No,acquirer 18,merchant 354,5311.0,No
98824,card 5601,2023-11-29,1900-01-01 17:50:29,2847.0,Online,94.18,SGP,CNP,No,Yes,acquirer 128,merchant 177,7311.0,Yes
50258,card 5618,2023-03-24,1900-01-01 15:44:26,507.0,Online,94.9,USA,CNP,No,No,acquirer 45,merchant 39,5300.0,No
82637,card 5618,2023-04-11,1900-01-01 21:16:31,787.0,Online,41.63,USA,CNP,No,No,acquirer 18,merchant 77,5310.0,No
92921,card 5618,2023-04-24,1900-01-01 18:37:58,1517.0,Subscription,39.95,USA,CNP,No,No,acquirer 308,merchant 26,5816.0,No
93233,card 5618,2023-05-01,1900-01-01 16:54:00,1162.0,Online,87.54,USA,CNP,No,No,acquirer 45,merchant 39,5300.0,No
98409,card 5618,2023-05-05,1900-01-01 11:47:41,1432.0,Online,126.56,USA,CNP,No,No,acquirer 6,merchant 39,5300.0,No
32894,card 5618,2023-05-07,1900-01-01 21:44:13,1497.0,Online,55.69,USA,CNP,No,No,acquirer 6,merchant 39,5300.0,No
72778,card 5618,2023-05-20,1900-01-01 20:11:06,1932.0,Online,104.26,USA,CNP,No,No,acquirer 6,merchant 39,5300.0,No
98528,card 5618,2023-07-08,1900-01-01 16:15:24,3072.0,Online,12.95,USA,CNP,No,No,acquirer 18,merchant 77,5310.0,Yes
8969,card 567,2023-03-22,1900-01-01 16:19:36,1087.0,Chip,16.0,USA,CP,No,No,acquirer 114,merchant 34,7523.0,No
37843,card 567,2023-03-22,1900-01-01 03:56:29,2277.0,Online,149.79,USA,CNP,No,No,acquirer 1,merchant 449,5661.0,No
676,card 567,2023-03-24,1900-01-01 17:03:57,1442.0,Paypass - Contactless,69.14,USA,CP,Yes,No,acquirer 127,merchant 252,5812.0,No
91286,card 567,2023-03-25,1900-01-01 18:15:49,1352.0,Chip,363.8,USA,CP,Yes,No,acquirer 49,merchant 1011,5641.0,No
87945,card 567,2023-03-26,1900-01-01 18:33:07,717.0,Chip,291.68,USA,CP,Yes,No,acquirer 393,merchant 443,5441.0,No
41315,card 567,2023-03-27,1900-01-01 10:52:28,802.0,Online,51.98,USA,CNP,No,No,acquirer 22,merchant 1011,5641.0,No
26595,card 567,2023-03-31,1900-01-01 21:33:31,1292.0,Chip,185.96,USA,CP,Yes,No,acquirer 45,merchant 940,7622.0,No
54463,card 567,2023-03-31,1900-01-01 19:55:08,127.0,Online,0.0,USA,CNP,No,No,acquirer 6,merchant 224,7523.0,No
10673,card 567,2023-04-04,1900-01-01 15:50:05,727.0,Paypass - Contactless,8.0,USA,CP,Yes,No,acquirer 53,merchant 34,7523.0,No
35460,card 567,2023-04-05,1900-01-01 16:29:24,262.0,Online,34.64,USA,CNP,No,No,acquirer 2,merchant 2,4121.0,No
44518,card 567,2023-04-05,1900-01-01 21:12:25,1077.0,Chip,126.69,USA,CP,Yes,No,acquirer 33,merchant 1,5812.0,No
19022,card 567,2023-04-06,1900-01-01 16:59:17,802.0,Chip,50.0,USA,CP,Yes,No,acquirer 305,merchant 56,8011.0,No
19133,card 567,2023-04-13,1900-01-01 09:34:03,252.0,Online,0.0,USA,CNP,No,No,acquirer 16,merchant 385,5411.0,No
37001,card 567,2023-04-14,1900-01-01 09:05:04,1307.0,Subscription,38.44,USA,CNP,No,No,acquirer 16,merchant 55,7230.0,No
99358,card 567,2023-04-15,1900-01-01 16:10:52,1107.0,Chip,38.44,USA,CP,Yes,No,acquirer 41,merchant 55,7230.0,No
72225,card 567,2023-04-27,1900-01-01 10:02:38,902.0,Online,41.34,USA,CNP,No,No,acquirer 18,merchant 731,5641.0,No
4708,card 567,2023-05-02,1900-01-01 15:45:04,1187.0,Magnetic Stripe,10.0,USA,CP,No,No,acquirer 6,merchant 86,7394.0,No
61302,card 567,2023-05-06,1900-01-01 19:10:21,852.0,Magnetic Stripe,20.0,USA,CP,No,No,acquirer 6,merchant 34,7523.0,No
96249,card 567,2023-05-06,1900-01-01 20:12:18,442.0,Online,55.67,USA,CNP,No,No,acquirer 22,merchant 286,5912.0,No
21272,card 567,2023-05-07,,132.0,Online,0.0,USA,CNP,No,No,acquirer 47,merchant 640,5193.0,No
2357,card 567,2023-05-09,1900-01-01 08:16:45,1082.0,Chip,10.0,USA,CP,Yes,No,acquirer 127,merchant 506,7338.0,No
48937,card 567,2023-05-13,1900-01-01 02:19:45,1512.0,Online,3.89,NLD,CNP,No,Yes,acquirer 10,merchant 60,4899.0,No
5005,card 567,2023-06-11,1900-01-01 12:45:42,2557.0,Subscription,14.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
67649,card 567,2023-06-15,1900-01-01 08:55:02,1077.0,Online,11.1,USA,CNP,No,No,acquirer 6,merchant 414,4814.0,No
68742,card 567,2023-07-15,1900-01-01 14:21:40,1817.0,Online,43.2,USA,CNP,No,No,acquirer 6,merchant 414,4814.0,No
83772,card 567,2023-11-05,1900-01-01 22:31:30,1287.0,Online,32.05,GBR,CNP,No,Yes,acquirer 144,merchant 2362,5814.0,Yes
51646,card 567,2023-11-11,1900-01-01 11:45:45,1597.0,Subscription,14.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
37576,card 567,2023-11-13,1900-01-01 04:42:44,3332.0,Subscription,3.89,NLD,CNP,No,Yes,acquirer 321,merchant 60,4899.0,No
34078,card 5688,2023-12-08,1900-01-01 10:16:02,1567.0,Online,0.0,USA,CNP,No,No,acquirer 218,merchant 541,5641.0,No
55937,card 5688,2023-12-22,1900-01-01 08:55:12,1087.0,Online,0.0,USA,CNP,No,No,acquirer 6,merchant 76,5942.0,No
