,Card Identifier,Number of Transactions,Non-Fraudulent Transactions,Fraudulent Transactions,proportion_of_fraudulent_transactions
1390,card 225,57,57.0,0.0,0.0
1389,card 2249,43,43.0,0.0,0.0
1388,card 2248,22,22.0,0.0,0.0
1387,card 2247,6,6.0,0.0,0.0
1386,card 2246,1,1.0,0.0,0.0
1385,card 2245,8,8.0,0.0,0.0
1384,card 2244,22,22.0,0.0,0.0
1383,card 2243,11,11.0,0.0,0.0
1382,card 2242,52,52.0,0.0,0.0
1381,card 2241,58,58.0,0.0,0.0
1380,card 2240,41,41.0,0.0,0.0
1379,card 224,10,10.0,0.0,0.0
1378,card 2239,27,27.0,0.0,0.0
1377,card 2238,6,6.0,0.0,0.0
1376,card 2237,23,23.0,0.0,0.0
1375,card 2236,9,9.0,0.0,0.0
1374,card 2235,5,5.0,0.0,0.0
1373,card 2234,58,58.0,0.0,0.0
1372,card 2233,4,4.0,0.0,0.0
1371,card 2232,10,10.0,0.0,0.0
1370,card 2231,3,3.0,0.0,0.0
1369,card 2230,30,30.0,0.0,0.0
1396,card 2255,5,5.0,0.0,0.0
1397,card 2256,51,51.0,0.0,0.0
1398,card 2257,2,2.0,0.0,0.0
1415,card 2272,11,11.0,0.0,0.0
1427,card 2283,23,23.0,0.0,0.0
1426,card 2282,11,11.0,0.0,0.0
1425,card 2281,17,17.0,0.0,0.0
1424,card 2280,6,6.0,0.0,0.0
1423,card 228,100,100.0,0.0,0.0
1422,card 2279,43,43.0,0.0,0.0
1421,card 2278,42,42.0,0.0,0.0
1420,card 2277,13,13.0,0.0,0.0
1419,card 2276,9,9.0,0.0,0.0
1418,card 2275,17,17.0,0.0,0.0
1417,card 2274,2,2.0,0.0,0.0
1416,card 2273,1,1.0,0.0,0.0
1414,card 2271,8,8.0,0.0,0.0
1399,card 2258,10,10.0,0.0,0.0
1413,card 2270,11,11.0,0.0,0.0
1412,card 227,15,15.0,0.0,0.0
1411,card 2269,7,7.0,0.0,0.0
1410,card 2268,15,15.0,0.0,0.0
1408,card 2266,14,14.0,0.0,0.0
1407,card 2265,19,19.0,0.0,0.0
1406,card 2264,33,33.0,0.0,0.0
1405,card 2263,39,39.0,0.0,0.0
1404,card 2262,19,19.0,0.0,0.0
1403,card 2261,1,1.0,0.0,0.0
1401,card 226,19,19.0,0.0,0.0
1400,card 2259,3,3.0,0.0,0.0
1243,card 2117,3,3.0,0.0,0.0
1242,card 2116,8,8.0,0.0,0.0
1241,card 2115,63,63.0,0.0,0.0
1056,card 195,40,40.0,0.0,0.0
1084,card 1975,26,26.0,0.0,0.0
1083,card 1974,20,20.0,0.0,0.0
1082,card 1973,15,15.0,0.0,0.0
1081,card 1972,20,20.0,0.0,0.0
1080,card 1971,15,15.0,0.0,0.0
1079,card 1970,12,12.0,0.0,0.0
1078,card 197,198,198.0,0.0,0.0
1077,card 1969,2,2.0,0.0,0.0
1076,card 1968,36,36.0,0.0,0.0
1075,card 1967,42,42.0,0.0,0.0
1074,card 1966,18,18.0,0.0,0.0
1073,card 1965,32,32.0,0.0,0.0
1072,card 1964,17,17.0,0.0,0.0
1071,card 1963,10,10.0,0.0,0.0
1070,card 1962,7,7.0,0.0,0.0
1069,card 1961,3,3.0,0.0,0.0
1068,card 1960,48,48.0,0.0,0.0
1067,card 196,28,28.0,0.0,0.0
1066,card 1959,12,12.0,0.0,0.0
1065,card 1958,6,6.0,0.0,0.0
1064,card 1957,10,10.0,0.0,0.0
1063,card 1956,7,7.0,0.0,0.0
1062,card 1955,2,2.0,0.0,0.0
1061,card 1954,20,20.0,0.0,0.0
1060,card 1953,45,45.0,0.0,0.0
1059,card 1952,11,11.0,0.0,0.0
1058,card 1951,34,34.0,0.0,0.0
1085,card 1976,3,3.0,0.0,0.0
1086,card 1977,16,16.0,0.0,0.0
1087,card 1978,5,5.0,0.0,0.0
1105,card 1994,13,13.0,0.0,0.0
1118,card 2004,5,5.0,0.0,0.0
1117,card 2003,7,7.0,0.0,0.0
1116,card 2002,5,5.0,0.0,0.0
1114,card 2000,6,6.0,0.0,0.0
1113,card 200,5,5.0,0.0,0.0
1112,card 20,48,48.0,0.0,0.0
1111,card 2,25,25.0,0.0,0.0
1110,card 1999,2,2.0,0.0,0.0
1109,card 1998,3,3.0,0.0,0.0
1108,card 1997,6,6.0,0.0,0.0
1107,card 1996,1,1.0,0.0,0.0
1106,card 1995,44,44.0,0.0,0.0
1104,card 1993,21,21.0,0.0,0.0
1088,card 1979,19,19.0,0.0,0.0
1102,card 1991,10,10.0,0.0,0.0
1101,card 1990,32,32.0,0.0,0.0
1100,card 199,67,67.0,0.0,0.0
1099,card 1989,33,33.0,0.0,0.0
1098,card 1988,9,9.0,0.0,0.0
1097,card 1987,4,4.0,0.0,0.0
1094,card 1984,17,17.0,0.0,0.0
1093,card 1983,7,7.0,0.0,0.0
1092,card 1982,38,38.0,0.0,0.0
1091,card 1981,3,3.0,0.0,0.0
1090,card 1980,1,1.0,0.0,0.0
1089,card 198,55,55.0,0.0,0.0
1057,card 1950,6,6.0,0.0,0.0
1055,card 1949,46,46.0,0.0,0.0
1240,card 2114,33,33.0,0.0,0.0
1054,card 1948,30,30.0,0.0,0.0
1022,card 1919,52,52.0,0.0,0.0
1021,card 1918,55,55.0,0.0,0.0
1020,card 1917,9,9.0,0.0,0.0
1019,card 1916,22,22.0,0.0,0.0
1018,card 1915,47,47.0,0.0,0.0
1017,card 1914,13,13.0,0.0,0.0
1016,card 1913,2,2.0,0.0,0.0
1015,card 1912,15,15.0,0.0,0.0
1014,card 1911,6,6.0,0.0,0.0
1013,card 1910,16,16.0,0.0,0.0
1012,card 191,3,3.0,0.0,0.0
1011,card 1909,1,1.0,0.0,0.0
1010,card 1908,2,2.0,0.0,0.0
1009,card 1907,1,1.0,0.0,0.0
1007,card 1905,8,8.0,0.0,0.0
1006,card 1904,2,2.0,0.0,0.0
1005,card 1903,42,42.0,0.0,0.0
1004,card 1902,9,9.0,0.0,0.0
1003,card 1901,2,2.0,0.0,0.0
1002,card 1900,77,77.0,0.0,0.0
1001,card 190,96,96.0,0.0,0.0
1000,card 19,93,93.0,0.0,0.0
999,card 1899,59,59.0,0.0,0.0
998,card 1898,7,7.0,0.0,0.0
997,card 1897,40,40.0,0.0,0.0
996,card 1896,104,104.0,0.0,0.0
995,card 1895,12,12.0,0.0,0.0
1023,card 192,7,7.0,0.0,0.0
1024,card 1920,6,6.0,0.0,0.0
1025,card 1921,1,1.0,0.0,0.0
1041,card 1936,9,9.0,0.0,0.0
1053,card 1947,32,32.0,0.0,0.0
1052,card 1946,3,3.0,0.0,0.0
1051,card 1945,28,28.0,0.0,0.0
1050,card 1944,2,2.0,0.0,0.0
1049,card 1943,15,15.0,0.0,0.0
1048,card 1942,12,12.0,0.0,0.0
1047,card 1941,19,19.0,0.0,0.0
1046,card 1940,49,49.0,0.0,0.0
1045,card 194,224,224.0,0.0,0.0
1044,card 1939,10,10.0,0.0,0.0
1043,card 1938,1,1.0,0.0,0.0
1042,card 1937,18,18.0,0.0,0.0
1040,card 1935,17,17.0,0.0,0.0
1027,card 1923,30,30.0,0.0,0.0
1039,card 1934,1,1.0,0.0,0.0
1038,card 1933,5,5.0,0.0,0.0
1037,card 1932,15,15.0,0.0,0.0
1036,card 1931,16,16.0,0.0,0.0
1035,card 1930,4,4.0,0.0,0.0
1034,card 193,56,56.0,0.0,0.0
1033,card 1929,4,4.0,0.0,0.0
1032,card 1928,19,19.0,0.0,0.0
1031,card 1927,32,32.0,0.0,0.0
1030,card 1926,5,5.0,0.0,0.0
1029,card 1925,16,16.0,0.0,0.0
1028,card 1924,26,26.0,0.0,0.0
1119,card 2005,2,2.0,0.0,0.0
1120,card 2006,27,27.0,0.0,0.0
1121,card 2007,30,30.0,0.0,0.0
1122,card 2008,24,24.0,0.0,0.0
1209,card 2087,52,52.0,0.0,0.0
1208,card 2086,15,15.0,0.0,0.0
1207,card 2085,8,8.0,0.0,0.0
1206,card 2084,21,21.0,0.0,0.0
1205,card 2083,11,11.0,0.0,0.0
1204,card 2082,3,3.0,0.0,0.0
1203,card 2081,41,41.0,0.0,0.0
1202,card 2080,22,22.0,0.0,0.0
1201,card 208,43,43.0,0.0,0.0
1200,card 2079,9,9.0,0.0,0.0
1199,card 2078,5,5.0,0.0,0.0
1198,card 2077,6,6.0,0.0,0.0
1197,card 2076,2,2.0,0.0,0.0
1196,card 2075,22,22.0,0.0,0.0
1195,card 2074,1,1.0,0.0,0.0
1194,card 2073,5,5.0,0.0,0.0
1193,card 2072,1,1.0,0.0,0.0
1192,card 2071,5,5.0,0.0,0.0
1191,card 2070,21,21.0,0.0,0.0
1190,card 207,52,52.0,0.0,0.0
1189,card 2069,15,15.0,0.0,0.0
1188,card 2068,24,24.0,0.0,0.0
1187,card 2067,4,4.0,0.0,0.0
1186,card 2066,6,6.0,0.0,0.0
1185,card 2065,26,26.0,0.0,0.0
1184,card 2064,19,19.0,0.0,0.0
1183,card 2063,11,11.0,0.0,0.0
1210,card 2088,2,2.0,0.0,0.0
1211,card 2089,6,6.0,0.0,0.0
1212,card 209,12,12.0,0.0,0.0
1227,card 2102,11,11.0,0.0,0.0
1239,card 2113,8,8.0,0.0,0.0
1238,card 2112,53,53.0,0.0,0.0
1237,card 2111,39,39.0,0.0,0.0
1236,card 2110,7,7.0,0.0,0.0
1235,card 211,91,91.0,0.0,0.0
1234,card 2109,76,76.0,0.0,0.0
1233,card 2108,28,28.0,0.0,0.0
1232,card 2107,3,3.0,0.0,0.0
1231,card 2106,1,1.0,0.0,0.0
1230,card 2105,13,13.0,0.0,0.0
1229,card 2104,30,30.0,0.0,0.0
1228,card 2103,7,7.0,0.0,0.0
1226,card 2101,5,5.0,0.0,0.0
1213,card 2090,18,18.0,0.0,0.0
1225,card 2100,17,17.0,0.0,0.0
1224,card 210,6,6.0,0.0,0.0
1223,card 21,126,126.0,0.0,0.0
1222,card 2099,5,5.0,0.0,0.0
1221,card 2098,3,3.0,0.0,0.0
1220,card 2097,11,11.0,0.0,0.0
1219,card 2096,15,15.0,0.0,0.0
1218,card 2095,4,4.0,0.0,0.0
1217,card 2094,3,3.0,0.0,0.0
1216,card 2093,6,6.0,0.0,0.0
1215,card 2092,13,13.0,0.0,0.0
1214,card 2091,11,11.0,0.0,0.0
1182,card 2062,3,3.0,0.0,0.0
1181,card 2061,1,1.0,0.0,0.0
1180,card 2060,8,8.0,0.0,0.0
1136,card 2020,18,18.0,0.0,0.0
1148,card 2031,6,6.0,0.0,0.0
1147,card 2030,1,1.0,0.0,0.0
1146,card 203,92,92.0,0.0,0.0
1145,card 2029,15,15.0,0.0,0.0
1144,card 2028,2,2.0,0.0,0.0
1143,card 2027,27,27.0,0.0,0.0
1142,card 2026,16,16.0,0.0,0.0
1141,card 2025,14,14.0,0.0,0.0
1140,card 2024,8,8.0,0.0,0.0
1139,card 2023,1,1.0,0.0,0.0
1138,card 2022,1,1.0,0.0,0.0
1137,card 2021,22,22.0,0.0,0.0
1135,card 202,75,75.0,0.0,0.0
1150,card 2033,69,69.0,0.0,0.0
1134,card 2019,2,2.0,0.0,0.0
1133,card 2018,6,6.0,0.0,0.0
1132,card 2017,7,7.0,0.0,0.0
1131,card 2016,4,4.0,0.0,0.0
1130,card 2015,17,17.0,0.0,0.0
1129,card 2014,26,26.0,0.0,0.0
1128,card 2013,19,19.0,0.0,0.0
1127,card 2012,7,7.0,0.0,0.0
1126,card 2011,36,36.0,0.0,0.0
1125,card 2010,41,41.0,0.0,0.0
1124,card 201,13,13.0,0.0,0.0
1123,card 2009,16,16.0,0.0,0.0
1149,card 2032,6,6.0,0.0,0.0
1151,card 2034,1,1.0,0.0,0.0
1179,card 206,20,20.0,0.0,0.0
1166,card 2048,3,3.0,0.0,0.0
1178,card 2059,6,6.0,0.0,0.0
1177,card 2058,1,1.0,0.0,0.0
1176,card 2057,18,18.0,0.0,0.0
1175,card 2056,25,25.0,0.0,0.0
1174,card 2055,18,18.0,0.0,0.0
1173,card 2054,1,1.0,0.0,0.0
1172,card 2053,14,14.0,0.0,0.0
1171,card 2052,15,15.0,0.0,0.0
1170,card 2051,2,2.0,0.0,0.0
1169,card 2050,17,17.0,0.0,0.0
1168,card 205,52,52.0,0.0,0.0
1167,card 2049,28,28.0,0.0,0.0
1165,card 2047,78,78.0,0.0,0.0
1152,card 2035,7,7.0,0.0,0.0
1164,card 2046,20,20.0,0.0,0.0
1163,card 2045,2,2.0,0.0,0.0
1162,card 2044,19,19.0,0.0,0.0
1161,card 2043,6,6.0,0.0,0.0
1160,card 2042,2,2.0,0.0,0.0
1159,card 2041,39,39.0,0.0,0.0
1158,card 2040,3,3.0,0.0,0.0
1157,card 204,79,79.0,0.0,0.0
1156,card 2039,9,9.0,0.0,0.0
1155,card 2038,1,1.0,0.0,0.0
1154,card 2037,60,60.0,0.0,0.0
1153,card 2036,4,4.0,0.0,0.0
1489,card 2339,39,39.0,0.0,0.0
1490,card 234,11,11.0,0.0,0.0
1491,card 2340,29,29.0,0.0,0.0
1803,card 2621,1,1.0,0.0,0.0
1833,card 2649,7,7.0,0.0,0.0
1831,card 2647,1,1.0,0.0,0.0
1830,card 2646,12,12.0,0.0,0.0
1829,card 2645,12,12.0,0.0,0.0
1828,card 2644,1,1.0,0.0,0.0
1827,card 2643,12,12.0,0.0,0.0
1825,card 2641,2,2.0,0.0,0.0
1824,card 2640,2,2.0,0.0,0.0
1823,card 264,78,78.0,0.0,0.0
1822,card 2639,4,4.0,0.0,0.0
1821,card 2638,9,9.0,0.0,0.0
1820,card 2637,22,22.0,0.0,0.0
1819,card 2636,11,11.0,0.0,0.0
1818,card 2635,12,12.0,0.0,0.0
1817,card 2634,19,19.0,0.0,0.0
1816,card 2633,17,17.0,0.0,0.0
1815,card 2632,18,18.0,0.0,0.0
1814,card 2631,39,39.0,0.0,0.0
1813,card 2630,5,5.0,0.0,0.0
1812,card 263,10,10.0,0.0,0.0
1811,card 2629,14,14.0,0.0,0.0
1810,card 2628,1,1.0,0.0,0.0
1809,card 2627,2,2.0,0.0,0.0
1808,card 2626,1,1.0,0.0,0.0
1807,card 2625,13,13.0,0.0,0.0
1806,card 2624,3,3.0,0.0,0.0
1805,card 2623,2,2.0,0.0,0.0
1834,card 265,61,61.0,0.0,0.0
1835,card 2650,44,44.0,0.0,0.0
1836,card 2651,7,7.0,0.0,0.0
1851,card 2665,8,8.0,0.0,0.0
1863,card 2676,12,12.0,0.0,0.0
1862,card 2675,1,1.0,0.0,0.0
1861,card 2674,17,17.0,0.0,0.0
1860,card 2673,2,2.0,0.0,0.0
1859,card 2672,4,4.0,0.0,0.0
1858,card 2671,46,46.0,0.0,0.0
1857,card 2670,11,11.0,0.0,0.0
1856,card 267,82,82.0,0.0,0.0
1855,card 2669,4,4.0,0.0,0.0
1854,card 2668,10,10.0,0.0,0.0
1853,card 2667,20,20.0,0.0,0.0
1852,card 2666,5,5.0,0.0,0.0
1850,card 2664,24,24.0,0.0,0.0
1837,card 2652,5,5.0,0.0,0.0
1849,card 2663,2,2.0,0.0,0.0
1848,card 2662,3,3.0,0.0,0.0
1847,card 2661,18,18.0,0.0,0.0
1846,card 2660,30,30.0,0.0,0.0
1845,card 266,23,23.0,0.0,0.0
1844,card 2659,13,13.0,0.0,0.0
1843,card 2658,59,59.0,0.0,0.0
1842,card 2657,6,6.0,0.0,0.0
1841,card 2656,24,24.0,0.0,0.0
1840,card 2655,35,35.0,0.0,0.0
1839,card 2654,21,21.0,0.0,0.0
1838,card 2653,42,42.0,0.0,0.0
1804,card 2622,8,8.0,0.0,0.0
1802,card 2620,11,11.0,0.0,0.0
1738,card 2563,58,58.0,0.0,0.0
1800,card 2619,3,3.0,0.0,0.0
1769,card 2591,63,63.0,0.0,0.0
1768,card 2590,1,1.0,0.0,0.0
1767,card 259,37,37.0,0.0,0.0
1766,card 2589,3,3.0,0.0,0.0
1764,card 2587,26,26.0,0.0,0.0
1763,card 2586,7,7.0,0.0,0.0
1762,card 2585,8,8.0,0.0,0.0
1761,card 2584,2,2.0,0.0,0.0
1760,card 2583,1,1.0,0.0,0.0
1759,card 2582,19,19.0,0.0,0.0
1758,card 2581,14,14.0,0.0,0.0
1757,card 2580,2,2.0,0.0,0.0
1756,card 258,75,75.0,0.0,0.0
1755,card 2579,21,21.0,0.0,0.0
1754,card 2578,11,11.0,0.0,0.0
1753,card 2577,23,23.0,0.0,0.0
1752,card 2576,4,4.0,0.0,0.0
1751,card 2575,40,40.0,0.0,0.0
1750,card 2574,11,11.0,0.0,0.0
1749,card 2573,24,24.0,0.0,0.0
1748,card 2572,1,1.0,0.0,0.0
1747,card 2571,4,4.0,0.0,0.0
1745,card 257,78,78.0,0.0,0.0
1744,card 2569,1,1.0,0.0,0.0
1743,card 2568,52,52.0,0.0,0.0
1742,card 2567,10,10.0,0.0,0.0
1741,card 2566,8,8.0,0.0,0.0
1770,card 2592,9,9.0,0.0,0.0
1771,card 2593,2,2.0,0.0,0.0
1772,card 2594,4,4.0,0.0,0.0
1787,card 2607,1,1.0,0.0,0.0
1799,card 2618,2,2.0,0.0,0.0
1798,card 2617,6,6.0,0.0,0.0
1797,card 2616,19,19.0,0.0,0.0
1796,card 2615,7,7.0,0.0,0.0
1795,card 2614,11,11.0,0.0,0.0
1794,card 2613,2,2.0,0.0,0.0
1793,card 2612,2,2.0,0.0,0.0
1792,card 2611,22,22.0,0.0,0.0
1791,card 2610,38,38.0,0.0,0.0
1790,card 261,10,10.0,0.0,0.0
1789,card 2609,7,7.0,0.0,0.0
1788,card 2608,4,4.0,0.0,0.0
1786,card 2606,34,34.0,0.0,0.0
1773,card 2595,1,1.0,0.0,0.0
1785,card 2605,36,36.0,0.0,0.0
1784,card 2604,12,12.0,0.0,0.0
1783,card 2603,49,49.0,0.0,0.0
1782,card 2602,17,17.0,0.0,0.0
1781,card 2601,21,21.0,0.0,0.0
1780,card 2600,12,12.0,0.0,0.0
1779,card 260,42,42.0,0.0,0.0
1778,card 26,25,25.0,0.0,0.0
1777,card 2599,30,30.0,0.0,0.0
1776,card 2598,1,1.0,0.0,0.0
1775,card 2597,14,14.0,0.0,0.0
1774,card 2596,4,4.0,0.0,0.0
1864,card 2677,2,2.0,0.0,0.0
1865,card 2678,17,17.0,0.0,0.0
1866,card 2679,12,12.0,0.0,0.0
1867,card 268,97,97.0,0.0,0.0
1956,card 276,272,272.0,0.0,0.0
1955,card 2759,4,4.0,0.0,0.0
1954,card 2758,2,2.0,0.0,0.0
1953,card 2757,18,18.0,0.0,0.0
1952,card 2756,6,6.0,0.0,0.0
1951,card 2755,5,5.0,0.0,0.0
1950,card 2754,8,8.0,0.0,0.0
1949,card 2753,17,17.0,0.0,0.0
1948,card 2752,13,13.0,0.0,0.0
1947,card 2751,2,2.0,0.0,0.0
1946,card 2750,14,14.0,0.0,0.0
1945,card 275,33,33.0,0.0,0.0
1944,card 2749,16,16.0,0.0,0.0
1943,card 2748,5,5.0,0.0,0.0
1942,card 2747,5,5.0,0.0,0.0
1941,card 2746,3,3.0,0.0,0.0
1939,card 2744,8,8.0,0.0,0.0
1938,card 2743,6,6.0,0.0,0.0
1937,card 2742,2,2.0,0.0,0.0
1936,card 2741,32,32.0,0.0,0.0
1935,card 2740,4,4.0,0.0,0.0
1934,card 274,32,32.0,0.0,0.0
1933,card 2739,2,2.0,0.0,0.0
1932,card 2738,7,7.0,0.0,0.0
1931,card 2737,12,12.0,0.0,0.0
1930,card 2736,6,6.0,0.0,0.0
1929,card 2735,9,9.0,0.0,0.0
1957,card 2760,7,7.0,0.0,0.0
1958,card 2761,58,58.0,0.0,0.0
1959,card 2762,3,3.0,0.0,0.0
1974,card 2776,35,35.0,0.0,0.0
1986,card 2787,1,1.0,0.0,0.0
1985,card 2786,1,1.0,0.0,0.0
1984,card 2785,1,1.0,0.0,0.0
1983,card 2784,7,7.0,0.0,0.0
1982,card 2783,4,4.0,0.0,0.0
1981,card 2782,3,3.0,0.0,0.0
1980,card 2781,17,17.0,0.0,0.0
1979,card 2780,8,8.0,0.0,0.0
1978,card 278,86,86.0,0.0,0.0
1977,card 2779,13,13.0,0.0,0.0
1976,card 2778,1,1.0,0.0,0.0
1975,card 2777,11,11.0,0.0,0.0
1973,card 2775,3,3.0,0.0,0.0
1960,card 2763,10,10.0,0.0,0.0
1972,card 2774,18,18.0,0.0,0.0
1971,card 2773,2,2.0,0.0,0.0
1970,card 2772,73,73.0,0.0,0.0
1969,card 2771,13,13.0,0.0,0.0
1968,card 2770,7,7.0,0.0,0.0
1967,card 277,89,89.0,0.0,0.0
1966,card 2769,15,15.0,0.0,0.0
1965,card 2768,7,7.0,0.0,0.0
1964,card 2767,1,1.0,0.0,0.0
1963,card 2766,29,29.0,0.0,0.0
1962,card 2765,15,15.0,0.0,0.0
1961,card 2764,15,15.0,0.0,0.0
1928,card 2734,2,2.0,0.0,0.0
1927,card 2733,1,1.0,0.0,0.0
1926,card 2732,24,24.0,0.0,0.0
1881,card 2692,11,11.0,0.0,0.0
1894,card 2703,12,12.0,0.0,0.0
1893,card 2702,1,1.0,0.0,0.0
1892,card 2701,11,11.0,0.0,0.0
1891,card 2700,1,1.0,0.0,0.0
1890,card 270,79,79.0,0.0,0.0
1888,card 2699,4,4.0,0.0,0.0
1887,card 2698,52,52.0,0.0,0.0
1886,card 2697,6,6.0,0.0,0.0
1885,card 2696,3,3.0,0.0,0.0
1884,card 2695,5,5.0,0.0,0.0
1883,card 2694,2,2.0,0.0,0.0
1882,card 2693,13,13.0,0.0,0.0
1880,card 2691,13,13.0,0.0,0.0
1896,card 2705,38,38.0,0.0,0.0
1879,card 2690,2,2.0,0.0,0.0
1878,card 269,11,11.0,0.0,0.0
1877,card 2689,6,6.0,0.0,0.0
1876,card 2688,3,3.0,0.0,0.0
1875,card 2687,9,9.0,0.0,0.0
1874,card 2686,2,2.0,0.0,0.0
1873,card 2685,9,9.0,0.0,0.0
1872,card 2684,14,14.0,0.0,0.0
1871,card 2683,33,33.0,0.0,0.0
1870,card 2682,23,23.0,0.0,0.0
1869,card 2681,1,1.0,0.0,0.0
1868,card 2680,37,37.0,0.0,0.0
1895,card 2704,37,37.0,0.0,0.0
1897,card 2706,11,11.0,0.0,0.0
1925,card 2731,26,26.0,0.0,0.0
1912,card 272,26,26.0,0.0,0.0
1924,card 2730,31,31.0,0.0,0.0
1923,card 273,39,39.0,0.0,0.0
1922,card 2729,18,18.0,0.0,0.0
1921,card 2728,3,3.0,0.0,0.0
1920,card 2727,10,10.0,0.0,0.0
1919,card 2726,14,14.0,0.0,0.0
1918,card 2725,6,6.0,0.0,0.0
1917,card 2724,27,27.0,0.0,0.0
1916,card 2723,1,1.0,0.0,0.0
1915,card 2722,1,1.0,0.0,0.0
1914,card 2721,16,16.0,0.0,0.0
1913,card 2720,3,3.0,0.0,0.0
1911,card 2719,2,2.0,0.0,0.0
1898,card 2707,9,9.0,0.0,0.0
1910,card 2718,2,2.0,0.0,0.0
1909,card 2717,5,5.0,0.0,0.0
1908,card 2716,10,10.0,0.0,0.0
1907,card 2715,1,1.0,0.0,0.0
1906,card 2714,11,11.0,0.0,0.0
1905,card 2713,14,14.0,0.0,0.0
1904,card 2712,26,26.0,0.0,0.0
1903,card 2711,43,43.0,0.0,0.0
1902,card 2710,13,13.0,0.0,0.0
1901,card 271,57,57.0,0.0,0.0
1900,card 2709,3,3.0,0.0,0.0
1899,card 2708,2,2.0,0.0,0.0
1739,card 2564,3,3.0,0.0,0.0
1737,card 2562,12,12.0,0.0,0.0
1492,card 2341,4,4.0,0.0,0.0
1553,card 2397,38,38.0,0.0,0.0
1583,card 2423,8,8.0,0.0,0.0
1582,card 2422,38,38.0,0.0,0.0
1581,card 2421,8,8.0,0.0,0.0
1580,card 2420,22,22.0,0.0,0.0
1579,card 242,12,12.0,0.0,0.0
1578,card 2419,2,2.0,0.0,0.0
1577,card 2418,4,4.0,0.0,0.0
1576,card 2417,4,4.0,0.0,0.0
1575,card 2416,1,1.0,0.0,0.0
1574,card 2415,10,10.0,0.0,0.0
1573,card 2414,28,28.0,0.0,0.0
1572,card 2413,16,16.0,0.0,0.0
1571,card 2412,11,11.0,0.0,0.0
1570,card 2411,6,6.0,0.0,0.0
1569,card 2410,28,28.0,0.0,0.0
1568,card 241,88,88.0,0.0,0.0
1567,card 2409,2,2.0,0.0,0.0
1566,card 2408,3,3.0,0.0,0.0
1564,card 2406,9,9.0,0.0,0.0
1563,card 2405,23,23.0,0.0,0.0
1562,card 2404,15,15.0,0.0,0.0
1561,card 2403,9,9.0,0.0,0.0
1560,card 2402,1,1.0,0.0,0.0
1559,card 2401,5,5.0,0.0,0.0
1557,card 240,63,63.0,0.0,0.0
1556,card 24,80,80.0,0.0,0.0
1555,card 2399,1,1.0,0.0,0.0
1584,card 2424,5,5.0,0.0,0.0
1585,card 2425,31,31.0,0.0,0.0
1586,card 2426,7,7.0,0.0,0.0
1602,card 2440,6,6.0,0.0,0.0
1614,card 2451,1,1.0,0.0,0.0
1613,card 2450,59,59.0,0.0,0.0
1612,card 245,6,6.0,0.0,0.0
1611,card 2449,1,1.0,0.0,0.0
1610,card 2448,2,2.0,0.0,0.0
1609,card 2447,9,9.0,0.0,0.0
1608,card 2446,2,2.0,0.0,0.0
1607,card 2445,30,30.0,0.0,0.0
1606,card 2444,11,11.0,0.0,0.0
1605,card 2443,6,6.0,0.0,0.0
1604,card 2442,40,40.0,0.0,0.0
1603,card 2441,2,2.0,0.0,0.0
1601,card 244,48,48.0,0.0,0.0
1587,card 2427,2,2.0,0.0,0.0
1600,card 2439,39,39.0,0.0,0.0
1599,card 2438,24,24.0,0.0,0.0
1598,card 2437,46,46.0,0.0,0.0
1597,card 2436,5,5.0,0.0,0.0
1596,card 2435,2,2.0,0.0,0.0
1595,card 2434,28,28.0,0.0,0.0
1594,card 2433,9,9.0,0.0,0.0
1593,card 2432,8,8.0,0.0,0.0
1592,card 2431,3,3.0,0.0,0.0
1590,card 243,131,131.0,0.0,0.0
1589,card 2429,4,4.0,0.0,0.0
1588,card 2428,4,4.0,0.0,0.0
1554,card 2398,13,13.0,0.0,0.0
1552,card 2396,3,3.0,0.0,0.0
1736,card 2561,80,80.0,0.0,0.0
1551,card 2395,1,1.0,0.0,0.0
1519,card 2366,2,2.0,0.0,0.0
1518,card 2365,33,33.0,0.0,0.0
1517,card 2364,13,13.0,0.0,0.0
1516,card 2363,14,14.0,0.0,0.0
1515,card 2362,15,15.0,0.0,0.0
1514,card 2361,3,3.0,0.0,0.0
1513,card 2360,3,3.0,0.0,0.0
1512,card 236,7,7.0,0.0,0.0
1511,card 2359,2,2.0,0.0,0.0
1510,card 2358,5,5.0,0.0,0.0
1509,card 2357,46,46.0,0.0,0.0
1508,card 2356,27,27.0,0.0,0.0
1507,card 2355,40,40.0,0.0,0.0
1506,card 2354,18,18.0,0.0,0.0
1505,card 2353,6,6.0,0.0,0.0
1504,card 2352,20,20.0,0.0,0.0
1503,card 2351,7,7.0,0.0,0.0
1502,card 2350,29,29.0,0.0,0.0
1501,card 235,13,13.0,0.0,0.0
1500,card 2349,33,33.0,0.0,0.0
1499,card 2348,41,41.0,0.0,0.0
1498,card 2347,6,6.0,0.0,0.0
1497,card 2346,3,3.0,0.0,0.0
1496,card 2345,32,32.0,0.0,0.0
1495,card 2344,19,19.0,0.0,0.0
1494,card 2343,8,8.0,0.0,0.0
1493,card 2342,5,5.0,0.0,0.0
1520,card 2367,6,6.0,0.0,0.0
1521,card 2368,3,3.0,0.0,0.0
1522,card 2369,3,3.0,0.0,0.0
1538,card 2383,9,9.0,0.0,0.0
1550,card 2394,43,43.0,0.0,0.0
1549,card 2393,10,10.0,0.0,0.0
